time,open,high,low,close,tick_volume,spread,real_volume
2003-05-14 08:00:00,2.1176,2.127,2.114,2.1250999999999998,3894,100,0
2003-05-14 12:00:00,2.1247,2.1287,2.1212,2.1262,3675,100,0
2003-05-14 16:00:00,2.1264,2.1311,2.1236,2.1277,3495,100,0
2003-05-14 20:00:00,2.1272,2.1341,2.1247,2.1335,2295,100,0
2003-05-15 00:00:00,2.1329,2.1341,2.1295,2.1323,1462,100,0
2003-05-15 04:00:00,2.1322,2.1368,2.1292,2.1323,2854,100,0
2003-05-15 08:00:00,2.133,2.1372,2.1285,2.1297,3437,100,0
2003-05-15 12:00:00,2.1295,2.1409,2.1276,2.1355,3621,100,0
2003-05-15 16:00:00,2.1354,2.1507,2.1322,2.1469,3808,100,0
2003-05-15 20:00:00,2.1465,2.1519,2.1452,2.148,2245,100,0
2003-05-16 00:00:00,2.1476,2.1494,2.1422,2.1437,1812,100,0
2003-05-16 04:00:00,2.1436,2.1446,2.1415,2.1415,1606,100,0
2003-05-16 08:00:00,2.1422,2.1444,2.1341,2.1352,3146,100,0
2003-05-16 12:00:00,2.1351,2.1385,2.1224,2.1267,4050,100,0
2003-05-16 16:00:00,2.1262,2.1312,2.1225,2.1264,3513,100,0
2003-05-16 20:00:00,2.1265,2.1281,2.1164,2.1192,2006,100,0
2003-05-19 00:00:00,2.1106,2.1151,2.1094,2.1128,1630,100,0
2003-05-19 04:00:00,2.1125,2.113,2.1086,2.112,1950,100,0
2003-05-19 08:00:00,2.1122,2.1169000000000002,2.109,2.1105,3740,100,0
2003-05-19 12:00:00,2.1116,2.126,2.1101,2.1204,3733,100,0
2003-05-19 16:00:00,2.1206,2.1227,2.1148,2.117,3403,100,0
2003-05-19 20:00:00,2.1162,2.1223,2.1152,2.1205,2702,100,0
2003-05-20 00:00:00,2.1197,2.1233,2.1159,2.1169000000000002,1566,100,0
2003-05-20 04:00:00,2.1164,2.1198,2.1145,2.1168,1604,100,0
2003-05-20 08:00:00,2.1171,2.1291,2.1151,2.1232,3648,100,0
2003-05-20 12:00:00,2.1233,2.1262,2.1174,2.1205,3524,100,0
2003-05-20 16:00:00,2.12,2.1264,2.1158,2.1237,3866,100,0
2003-05-20 20:00:00,2.1237,2.1253,2.1163,2.1171,2777,100,0
2003-05-21 00:00:00,2.1171,2.1189,2.1136,2.1157,1533,100,0
2003-05-21 04:00:00,2.1161,2.1188,2.1147,2.1171,1429,100,0
2003-05-21 08:00:00,2.1173,2.1187,2.1099,2.1158,3284,100,0
2003-05-21 12:00:00,2.1163,2.123,2.1135,2.1165,3495,100,0
2003-05-21 16:00:00,2.1166,2.1246,2.1161,2.1205,3475,100,0
2003-05-21 20:00:00,2.1205,2.1292,2.1192,2.124,2858,100,0
2003-05-22 00:00:00,2.1237,2.1258,2.1194,2.1238,1515,100,0
2003-05-22 04:00:00,2.1238,2.1248,2.1207,2.1222,1606,100,0
2003-05-22 08:00:00,2.1223,2.1277,2.1151,2.1166,3241,100,0
2003-05-22 12:00:00,2.1168,2.1177,2.1085,2.1161,3574,100,0
2003-05-22 16:00:00,2.1165,2.122,2.112,2.1191,3924,100,0
2003-05-22 20:00:00,2.1191,2.122,2.1148,2.1174,2244,100,0
2003-05-23 00:00:00,2.1172,2.1198,2.1157,2.118,1138,100,0
2003-05-23 04:00:00,2.1179,2.1212,2.1171,2.1206,1344,100,0
2003-05-23 08:00:00,2.1203,2.1269,2.1146,2.1148,3791,100,0
2003-05-23 12:00:00,2.1159,2.1173,2.1112,2.1136,3374,100,0
2003-05-23 16:00:00,2.1133,2.1188,2.1069,2.1072,3105,100,0
2003-05-23 20:00:00,2.1083,2.1115,2.1065,2.1076,1483,100,0
2003-05-26 00:00:00,2.1074,2.1172,2.1056,2.115,1120,100,0
2003-05-26 04:00:00,2.1148,2.118,2.1145,2.1165,1307,100,0
2003-05-26 08:00:00,2.116,2.1188,2.1138,2.1173,2705,100,0
2003-05-26 12:00:00,2.1173,2.1206,2.1138,2.1155,2789,100,0
2003-05-26 16:00:00,2.1156,2.1181,2.1069,2.1081,2945,100,0
2003-05-26 20:00:00,2.1088,2.112,2.1065,2.1097,1298,100,0
2003-05-27 00:00:00,2.1099,2.1131,2.1067,2.1094,1195,100,0
2003-05-27 04:00:00,2.1095,2.1177,2.1051,2.1142,2065,100,0
2003-05-27 08:00:00,2.1137,2.116,2.1059,2.1078,3633,100,0
2003-05-27 12:00:00,2.1076,2.1132,2.1054,2.1081,3247,100,0
2003-05-27 16:00:00,2.108,2.1101,2.1028000000000002,2.1056,3357,100,0
2003-05-27 20:00:00,2.1051,2.1131,2.1035,2.1104,2183,100,0
2003-05-28 00:00:00,2.1097,2.1127,2.1087,2.1102,1467,100,0
2003-05-28 04:00:00,2.1096,2.1139,2.1088,2.1126,1871,100,0
2003-05-28 08:00:00,2.1119,2.1197,2.1111,2.1172,3585,100,0
2003-05-28 12:00:00,2.1175,2.1246,2.1145,2.1208,3848,100,0
2003-05-28 16:00:00,2.1199,2.1282,2.1183,2.1205,3471,100,0
2003-05-28 20:00:00,2.1205,2.1287,2.1178,2.1259,2261,100,0
2003-05-29 00:00:00,2.1261,2.1278,2.1214,2.1234,1343,100,0
2003-05-29 04:00:00,2.1243,2.1277,2.1223,2.1243,1758,100,0
2003-05-29 08:00:00,2.1241,2.1390000000000002,2.1218,2.1368,4088,100,0
2003-05-29 12:00:00,2.1369,2.1415,2.1315,2.1356,4330,100,0
2003-05-29 16:00:00,2.1351,2.1372,2.1214,2.1232,4243,100,0
2003-05-29 20:00:00,2.1223,2.1291,2.1202,2.1235,2608,100,0
2003-05-30 00:00:00,2.1233,2.1276,2.1218,2.126,1666,100,0
2003-05-30 04:00:00,2.1261,2.1281,2.1232,2.1254,1943,100,0
2003-05-30 08:00:00,2.1256,2.1330999999999998,2.1246,2.1296,3462,100,0
2003-05-30 12:00:00,2.13,2.1304,2.1217,2.1242,3366,100,0
2003-05-30 16:00:00,2.1247,2.1369,2.124,2.1299,3749,100,0
2003-05-30 20:00:00,2.1292,2.1335,2.1221,2.1226,2476,100,0
2003-06-02 00:00:00,2.1227,2.1278,2.1199,2.1250999999999998,1305,100,0
2003-06-02 04:00:00,2.1255,2.1312,2.1195,2.1248,2743,100,0
2003-06-02 08:00:00,2.124,2.1333,2.1203,2.1312,3633,100,0
2003-06-02 12:00:00,2.1312,2.1342,2.1269,2.1306,3726,100,0
2003-06-02 16:00:00,2.1308,2.1332,2.1206,2.1250999999999998,3496,100,0
2003-06-02 20:00:00,2.1248,2.1326,2.1234,2.1262,2373,100,0
2003-06-03 00:00:00,2.1261,2.1321,2.1259,2.1318,1425,100,0
2003-06-03 04:00:00,2.1313,2.132,2.1279,2.1287,1879,100,0
2003-06-03 08:00:00,2.1288,2.1409,2.1277,2.1391999999999998,3371,100,0
2003-06-03 12:00:00,2.1394,2.1439,2.1353,2.1381,3409,100,0
2003-06-03 16:00:00,2.1374,2.1397,2.1271,2.1310000000000002,3621,100,0
2003-06-03 20:00:00,2.1313,2.1366,2.128,2.1335,2450,100,0
2003-06-04 00:00:00,2.133,2.1401,2.1312,2.1378,1556,100,0
2003-06-04 04:00:00,2.138,2.1412,2.1359,2.1372,1936,100,0
2003-06-04 08:00:00,2.1379,2.1427,2.1336,2.1417,3442,100,0
2003-06-04 12:00:00,2.1409,2.1466,2.1367,2.1388,3513,100,0
2003-06-04 16:00:00,2.1393,2.1468,2.1376,2.1459,3529,100,0
2003-06-04 20:00:00,2.1458,2.1525,2.144,2.1506,3104,100,0
2003-06-05 00:00:00,2.1508,2.1536,2.1481,2.1504,1697,100,0
2003-06-05 04:00:00,2.1504,2.1514,2.1458,2.1478,1683,100,0
2003-06-05 08:00:00,2.1479,2.1655,2.1465,2.1592000000000002,3477,100,0
2003-06-05 12:00:00,2.1586,2.1734,2.1536,2.1568,4849,100,0
2003-06-05 16:00:00,2.1564,2.1595,2.1494,2.1563,4162,100,0
2003-06-05 20:00:00,2.1554,2.1619,2.1542,2.1582,2783,100,0
2003-06-06 00:00:00,2.1592000000000002,2.1662,2.1577,2.164,1866,100,0
2003-06-06 04:00:00,2.164,2.1659,2.1551,2.1591,1786,100,0
2003-06-06 08:00:00,2.1592000000000002,2.1799,2.1572,2.1732,3850,100,0
2003-06-06 12:00:00,2.1737,2.1954,2.1695,2.1939,4238,100,0
2003-06-06 16:00:00,2.1938,2.2039,2.1909,2.1939,4519,100,0
2003-06-06 20:00:00,2.1939,2.1978,2.1905,2.1938,2260,100,0
2003-06-09 00:00:00,2.1874000000000002,2.1992,2.1873,2.1964,1406,100,0
2003-06-09 04:00:00,2.1962,2.198,2.1886,2.1925,2152,100,0
2003-06-09 08:00:00,2.1926,2.2049,2.1619,2.1759,4699,100,0
2003-06-09 12:00:00,2.1768,2.1856,2.1593999999999998,2.1663,4376,100,0
2003-06-09 16:00:00,2.1662,2.1679,2.1532999999999998,2.1601,4149,100,0
2003-06-09 20:00:00,2.1602,2.1667,2.1564,2.1649,2330,100,0
2003-06-10 00:00:00,2.1642,2.1673999999999998,2.1588,2.1649,1376,100,0
2003-06-10 04:00:00,2.1646,2.1712,2.1636,2.1672,1842,100,0
2003-06-10 08:00:00,2.1668,2.1809,2.1631,2.1761,3494,100,0
2003-06-10 12:00:00,2.1757,2.1844,2.1713,2.1784,3717,100,0
2003-06-10 16:00:00,2.1778,2.1822,2.1676,2.1729,3803,100,0
2003-06-10 20:00:00,2.1729,2.1772,2.169,2.1761,2196,100,0
2003-06-11 00:00:00,2.1745,2.1776,2.1705,2.1718,1481,100,0
2003-06-11 04:00:00,2.1715,2.1738,2.1654,2.17,2152,100,0
2003-06-11 08:00:00,2.1703,2.1874000000000002,2.1679,2.183,3601,100,0
2003-06-11 12:00:00,2.1838,2.1846,2.1731,2.1781,3552,100,0
2003-06-11 16:00:00,2.1781,2.1839,2.1761,2.1806,3153,100,0
2003-06-11 20:00:00,2.1808,2.1849,2.1777,2.1797,2245,100,0
2003-06-12 00:00:00,2.1798,2.1838,2.1783,2.1825,1051,100,0
2003-06-12 04:00:00,2.1824,2.1867,2.18,2.1853,2259,100,0
2003-06-12 08:00:00,2.1849,2.1941,2.1814,2.1909,3796,100,0
2003-06-12 12:00:00,2.1905,2.1974,2.1863,2.1937,3718,100,0
2003-06-12 16:00:00,2.1938,2.1954,2.1831,2.1884,3288,100,0
2003-06-12 20:00:00,2.1886,2.1902,2.1824,2.1866,2154,100,0
2003-06-13 00:00:00,2.187,2.1929,2.1847,2.1907,1260,100,0
2003-06-13 04:00:00,2.1905,2.1953,2.1892,2.195,1346,100,0
2003-06-13 08:00:00,2.1948,2.201,2.1867,2.1958,3735,100,0
2003-06-13 12:00:00,2.1953,2.1988,2.1798,2.1865,3704,100,0
2003-06-13 16:00:00,2.1864,2.1889,2.1597,2.1635,4350,100,0
2003-06-13 20:00:00,2.1636,2.1746,2.1612999999999998,2.1721,2525,100,0
2003-06-16 00:00:00,2.1708,2.1771,2.1687,2.174,1364,100,0
2003-06-16 04:00:00,2.1754,2.1771,2.1729,2.1761,1762,100,0
2003-06-16 08:00:00,2.1762,2.1808,2.1717,2.1791,3761,100,0
2003-06-16 12:00:00,2.1796,2.1973,2.1776,2.1951,3840,100,0
2003-06-16 16:00:00,2.1948,2.1963,2.1831,2.1905,3643,100,0
2003-06-16 20:00:00,2.1898,2.1914,2.1863,2.1897,2205,100,0
2003-06-17 00:00:00,2.1901,2.1947,2.1892,2.1937,1199,100,0
2003-06-17 04:00:00,2.193,2.1955999999999998,2.191,2.1933,1636,100,0
2003-06-17 08:00:00,2.1935000000000002,2.1967,2.1873,2.1927,3636,100,0
2003-06-17 12:00:00,2.1936,2.2053,2.1899,2.202,4046,100,0
2003-06-17 16:00:00,2.2022,2.2064,2.1946,2.1986,3660,100,0
2003-06-17 20:00:00,2.1989,2.2074,2.1966,2.2053,2820,100,0
2003-06-18 00:00:00,2.2045,2.2066,2.2008,2.2044,1445,100,0
2003-06-18 04:00:00,2.2046,2.2064,2.2014,2.2032,1649,100,0
2003-06-18 08:00:00,2.2031,2.2103,2.2013,2.2087,3651,100,0
2003-06-18 12:00:00,2.2089,2.2237999999999998,2.2064,2.2177,4104,100,0
2003-06-18 16:00:00,2.2166,2.2268,2.2133,2.2218999999999998,3760,100,0
2003-06-18 20:00:00,2.2214,2.224,2.2181,2.2222,2382,100,0
2003-06-19 00:00:00,2.2226,2.2267,2.2198,2.2256,1453,100,0
2003-06-19 04:00:00,2.2257,2.2345,2.224,2.2298999999999998,3316,100,0
2003-06-19 08:00:00,2.2298,2.2358000000000002,2.2263,2.2329,3807,100,0
2003-06-19 12:00:00,2.2335,2.2371,2.2226,2.2256,3946,100,0
2003-06-19 16:00:00,2.2261,2.2296,2.1983,2.1999,4653,100,0
2003-06-19 20:00:00,2.1994,2.21,2.1989,2.2072,2701,100,0
2003-06-20 00:00:00,2.207,2.2144,2.2062,2.2111,1787,100,0
2003-06-20 04:00:00,2.2108,2.2163,2.2105,2.2135,2176,100,0
2003-06-20 08:00:00,2.2129,2.2235,2.2087,2.211,3565,100,0
2003-06-20 12:00:00,2.2105,2.2174,2.2089,2.212,3675,100,0
2003-06-20 16:00:00,2.2114,2.2201,2.2102,2.2133,4100,100,0
2003-06-20 20:00:00,2.2132,2.2155,2.2056,2.2109,2573,100,0
2003-06-23 00:00:00,2.2113,2.2193,2.2087,2.2143,1641,100,0
2003-06-23 04:00:00,2.2135,2.219,2.2101,2.2168,2016,100,0
2003-06-23 08:00:00,2.2166,2.218,2.1987,2.2001,4060,100,0
