time,open,high,low,close,tick_volume,spread,real_volume
2016-01-20,0.93069,0.93613,0.92613,0.9336,48808,0,55052295000
2016-01-21,0.93359,0.93797,0.92285,0.93128,114782,0,129114125000
2016-01-22,0.93131,0.93441,0.91375,0.91422,90937,30,104751798000
2016-01-25,0.9157,0.92348,0.91383,0.92197,64349,0,75627250000
2016-01-26,0.92192,0.92331,0.91249,0.91718,112158,23,30711250000
2016-01-27,0.91707,0.91979,0.90566,0.90628,161280,22,0
2016-01-28,0.90628,0.91222,0.90436,0.91092,154466,22,0
2016-01-29,0.91328,0.91519,0.90408,0.90542,133125,22,9063000000
2016-02-01,0.90565,0.91437,0.90268,0.91287,173098,0,0
2016-02-02,0.91283,0.91845,0.90709,0.91543,157837,22,0
2016-02-03,0.91537,0.92573,0.91448,0.91827,178942,22,0
2016-02-04,0.91838,0.9254,0.91502,0.92424,165370,22,0
2016-02-05,0.92439,0.92712,0.91425,0.92131,145914,22,0
2016-02-08,0.91946,0.92483,0.91837,0.92268,168442,22,0
2016-02-09,0.92248,0.92324,0.91294,0.91972,213763,22,0
2016-02-10,0.91973,0.93166,0.9182,0.93063,206655,22,0
2016-02-11,0.93063,0.93674,0.91996,0.93562,236583,22,0
2016-02-12,0.93557,0.93803,0.91538,0.91692,187589,22,0
2016-02-15,0.91618,0.92332,0.91598,0.91943,210175,23,0
2016-02-16,0.91938,0.92008,0.90492,0.91177,205816,22,0
2016-02-17,0.91178,0.91378,0.90564,0.90617,196915,22,0
2016-02-18,0.90617,0.91258,0.90417,0.91173,174611,22,0
2016-02-19,0.91173,0.91445,0.90798,0.91258,159146,22,0
2016-02-22,0.91567,0.92098,0.91241,0.91815,151178,22,0
2016-02-23,0.91813,0.92259,0.91516,0.91578,170061,22,0
2016-02-24,0.91542,0.91634,0.91067,0.91168,166486,22,0
2016-02-25,0.91168,0.91474,0.90718,0.90921,172444,22,0
2016-02-26,0.90912,0.9169,0.89503,0.89547,163807,22,0
2016-02-29,0.89063,0.89777,0.88861,0.89223,167694,22,0
2016-03-01,0.89223,0.89517,0.88513,0.88798,169767,22,0
2016-03-02,0.88798,0.89711,0.88754,0.89542,164138,22,0
2016-03-03,0.89533,0.90529,0.89372,0.90082,151177,22,0
2016-03-04,0.90083,0.91168,0.89978,0.90723,150169,0,0
2016-03-07,0.90487,0.90804,0.89902,0.90322,126717,23,0
2016-03-08,0.90318,0.90796,0.89954,0.90413,141086,22,0
2016-03-09,0.90408,0.9093,0.87955,0.88118,181021,22,0
2016-03-10,0.88122,0.89268,0.87767,0.88922,216628,22,0
2016-03-11,0.88928,0.89391,0.88346,0.8912,146163,22,0
2016-03-14,0.88988,0.89323,0.88326,0.88469,274428,22,342061583000
2016-03-15,0.88463,0.89176,0.87992,0.88197,608834,22,1270697149000
2016-03-16,0.88197,0.88905,0.87729,0.88664,595973,22,1248241150000
2016-03-17,0.88664,0.89131,0.88165,0.88732,710511,22,1522446444000
2016-03-18,0.88731,0.89157,0.88132,0.88385,607401,22,1287093397000
2016-03-21,0.8838,0.88662,0.88178,0.88633,376656,23,784214217000
2016-03-22,0.88626,0.88653,0.87882,0.88007,500156,22,1080030448000
2016-03-23,0.88007,0.88705,0.87525,0.88551,585791,22,1351858268000
2016-03-24,0.88561,0.89102,0.88425,0.88688,642681,22,1404593813000
2016-03-25,0.88703,0.88921,0.8841,0.8867,271661,22,495642408000
2016-03-28,0.88543,0.88906,0.8846,0.88602,165627,27,188027700000
2016-03-29,0.88602,0.89828,0.88514,0.89483,692770,22,1455444489000
2016-03-30,0.89431,0.90569,0.89404,0.89679,834693,22,1829257824000
2016-03-31,0.89691,0.89938,0.89261,0.89782,761742,22,1713401988000
2016-04-01,0.89782,0.90193,0.89671,0.89781,751973,22,1616853976000
2016-04-04,0.89697,0.89954,0.89173,0.89389,234634,33,0
2016-04-05,0.89393,0.89697,0.88766,0.89333,788952,22,0
2016-04-06,0.89318,0.89599,0.89128,0.89248,611224,22,0
2016-04-07,0.89218,0.89411,0.88938,0.8904,333694,22,0
2016-04-08,0.8904,0.89164,0.8836,0.88427,307278,22,0
2016-04-11,0.88311,0.8883,0.88311,0.88428,741364,22,0
2016-04-12,0.88416,0.89048,0.8813,0.88322,731196,22,0
2016-04-13,0.88313,0.88772,0.88142,0.88673,805447,22,0
2016-04-14,0.88661,0.88676,0.87867,0.87898,731485,22,0
2016-04-15,0.87887,0.89194,0.87833,0.88617,699616,22,0
2016-04-18,0.89066,0.89904,0.88546,0.88794,744893,22,0
2016-04-19,0.88812,0.89668,0.88786,0.89216,731892,22,0
2016-04-20,0.89218,0.89395,0.88049,0.88268,692182,22,0
2016-04-21,0.88262,0.88328,0.87883,0.8799,588100,22,0
2016-04-22,0.87989,0.88088,0.86741,0.86813,525827,22,0
2016-04-25,0.86623,0.87279,0.86607,0.86858,348354,23,0
2016-04-26,0.86865,0.87301,0.86796,0.86903,406784,23,0
2016-04-27,0.86903,0.87014,0.85834,0.86028,505976,22,0
2016-04-28,0.86764,0.87683,0.86521,0.87347,546187,22,0
2016-04-29,0.87348,0.87737,0.87108,0.87578,543243,22,0
2016-05-02,0.87588,0.88018,0.87424,0.87922,445098,22,0
2016-05-03,0.8792,0.88228,0.87333,0.87958,549198,0,0
2016-05-04,0.87958,0.88728,0.87518,0.88487,554133,22,0
2016-05-05,0.88486,0.88693,0.8826,0.88453,307081,23,0
2016-05-06,0.88463,0.88628,0.87763,0.88221,355350,22,0
2016-05-09,0.88285,0.88524,0.87669,0.87703,434533,23,0
2016-05-10,0.87713,0.87787,0.8713,0.87197,491133,22,0
2016-05-11,0.87196,0.88093,0.87196,0.87618,479135,22,0
2016-05-12,0.87623,0.8787,0.87147,0.87573,475732,22,0
2016-05-13,0.8756,0.87772,0.87287,0.87542,454493,22,0
2016-05-16,0.87532,0.87938,0.8738,0.87521,406799,22,0
2016-05-17,0.87519,0.8819,0.87411,0.87898,467109,22,0
2016-05-18,0.87888,0.8796,0.87453,0.87806,505914,22,0
2016-05-19,0.87804,0.88622,0.87563,0.88263,499184,23,0
2016-05-20,0.88253,0.88911,0.88191,0.88682,447390,23,0
2016-05-23,0.88698,0.89285,0.88648,0.88863,400927,0,0
2016-05-24,0.88852,0.88964,0.88248,0.88393,431687,23,0
2016-05-25,0.88393,0.88785,0.87589,0.87677,433883,22,0
2016-05-26,0.87677,0.87677,0.86896,0.87463,421271,22,0
2016-05-27,0.87467,0.87951,0.87108,0.87108,405277,22,0
2016-05-30,0.87143,0.87612,0.87115,0.87322,348641,22,0
2016-05-31,0.87323,0.88785,0.87253,0.88513,448088,22,0
2016-06-01,0.88528,0.89259,0.88476,0.89128,503112,22,0
2016-06-02,0.89127,0.89481,0.88778,0.89147,443289,22,0
2016-06-03,0.89131,0.90055,0.89081,0.89923,432116,22,0
2016-06-06,0.89892,0.89977,0.88664,0.88675,439070,23,0
2016-06-07,0.88677,0.89313,0.88443,0.88863,425986,22,0
2016-06-08,0.88873,0.89332,0.88598,0.88949,450794,23,0
2016-06-09,0.8997,0.90939,0.89727,0.90328,490028,22,0
2016-06-10,0.90338,0.90649,0.89767,0.90123,458120,23,0
2016-06-13,0.90198,0.9064,0.89965,0.90638,440772,23,0
2016-06-14,0.90592,0.90592,0.89831,0.8998,424408,23,0
2016-06-15,0.9,0.91064,0.89623,0.90802,460049,22,0
