,time,open,high,low,close,volume
0,2017-10-18 16:00:00+00:00,298.02139647,298.02139647,298.0,298.00288137,1.50359928
1,2017-10-18 20:00:00+00:00,298.0,298.00340057,298.0,298.0,1.34119048
2,2017-10-19 04:00:00+00:00,298.0,298.0,295.11951215,297.4463506,4.17203418
3,2017-10-19 08:00:00+00:00,296.0,296.96520189,296.0,296.58993854,8.15206583
4,2017-10-19 12:00:00+00:00,296.00000003,297.44635059,295.1,297.44635056,6.57555355
5,2017-10-19 16:00:00+00:00,295.1,298.00000008,295.1,297.99999991,8.85254376
6,2017-10-19 20:00:00+00:00,297.99999991,297.99999991,288.1288478,294.99420415,7.6033936
7,2017-10-20 00:00:00+00:00,294.99420415,339.380456,294.99420414,297.82499989,7.21991443
8,2017-10-20 04:00:00+00:00,294.99420414,313.49999994,268.78706229,297.82499988,8.49492483
9,2017-10-20 08:00:00+00:00,297.82499988,313.49999991,267.50000001,279.47356228,6.68824408
10,2017-10-20 12:00:00+00:00,279.47356227,304.34705259,267.5,272.49694619,9.13076009
11,2017-10-20 16:00:00+00:00,272.49694618,304.34705257,267.5,274.67321482,9.31105131
12,2017-10-20 20:00:00+00:00,267.5,304.34705256,267.5,274.67321485,7.82496088
13,2017-10-21 00:00:00+00:00,267.5,297.70364951,267.5,297.70364951,8.21878359
14,2017-10-21 04:00:00+00:00,304.34705255,304.34705255,267.6,289.12969984,8.89727472
15,2017-10-21 08:00:00+00:00,289.12969983,304.34705249,267.6,304.34705247,9.09484641
16,2017-10-22 04:00:00+00:00,298.12200001,304.34705242,297.68800001,297.68800001,1.2977736
17,2017-10-22 08:00:00+00:00,297.68800002,313.0,297.68800001,309.0,5.01618642
18,2017-10-22 08:00:00+00:00,297.68800002,313.0,297.68800001,309.0,5.01618642
19,2017-10-22 16:00:00+00:00,297.68800001,312.99999999,297.68800001,312.57239999,9.00776559
20,2017-10-22 20:00:00+00:00,297.68800001,312.5724,297.68800001,312.5724,8.31407471
21,2017-10-23 00:00:00+00:00,312.57239999,312.5724,297.68800001,312.57239999,9.24932219
22,2017-10-23 04:00:00+00:00,312.56999999,312.57239999,270.8581736,270.8581736,9.33094517
23,2017-10-23 08:00:00+00:00,303.99593273,303.99593273,266.76431531,266.76431531,10.35624786
24,2017-10-23 12:00:00+00:00,303.19685422,303.19685422,261.78809424,295.28602472,8.09539654
25,2017-10-23 16:00:00+00:00,295.28602472,298.77086362,261.78809424,296.65999999,10.6476305
26,2017-10-23 20:00:00+00:00,263.43127307,298.73996899,263.43127307,298.73996899,10.19982918
27,2017-10-24 00:00:00+00:00,298.73996899,312.99999999,263.53523994,283.04907188,10.01227958
28,2017-10-24 04:00:00+00:00,312.56999999,312.56999999,283.04907188,286.69518854,8.73593401
29,2017-10-24 16:00:00+00:00,311.91299999,311.91299999,286.91060001,286.91060001,14.17560664
30,2017-10-24 20:00:00+00:00,311.91299999,311.91299999,286.91060001,311.91299998,14.48732249
31,2017-10-25 00:00:00+00:00,286.99000001,307.99999999,277.85235214,307.65432099,6.55649313
32,2017-10-25 04:00:00+00:00,279.45323728,307.65432099,275.48148845,306.99999997,16.85958575
33,2017-10-25 08:00:00+00:00,280.51028799,305.99999999,275.62166777,301.99999999,16.4656507
34,2017-10-25 12:00:00+00:00,276.00000101,302.0,276.00000101,300.99999999,13.06880783
35,2017-10-25 16:00:00+00:00,282.0,301.0,282.0,282.20000001,19.45007746
36,2017-10-25 20:00:00+00:00,298.99999898,298.99999999,282.1,296.99999999,16.21854683
37,2017-10-26 00:00:00+00:00,296.99999999,309.99999999,278.10000001,309.99999499,12.01805988
38,2017-10-26 04:00:00+00:00,309.99999499,309.99999499,280.00000201,304.99999999,16.44356119
39,2017-10-26 08:00:00+00:00,303.99999999,303.99999999,284.00000001,300.0,16.18540716
40,2017-10-26 12:00:00+00:00,302.99999999,302.99999999,286.2,301.99999499,15.7344971
41,2017-10-26 16:00:00+00:00,301.99999499,301.99999499,286.20000001,301.94846999,16.66586938
42,2017-10-26 20:00:00+00:00,286.20000001,301.94846999,286.1,292.94844999,16.54653098
43,2017-10-27 00:00:00+00:00,292.94844999,301.94845999,286.00000001,301.94199999,18.88693955
44,2017-10-27 04:00:00+00:00,301.94199999,301.942,286.00000001,286.00000001,22.23096509
45,2017-10-27 08:00:00+00:00,301.94199599,301.944999,286.00000001,286.000002,21.28068144
46,2017-10-27 12:00:00+00:00,301.944999,301.944999,278.1,300.739999,18.51327
47,2017-10-27 16:00:00+00:00,278.100001,300.699999,278.100001,300.688874,18.585828
48,2017-10-28 04:00:00+00:00,278.100002,300.449999,278.100002,297.499998,46.015223
49,2017-10-28 08:00:00+00:00,297.499998,312.0,279.000022,312.0,15.067038
50,2017-10-28 12:00:00+00:00,311.998,311.999,280.000001,309.0,7.362458
51,2017-10-28 16:00:00+00:00,304.999999,304.999999,285.0,299.999998,34.031559
52,2017-10-29 08:00:00+00:00,299.999899,304.9,290.000001,304.9,26.74243
53,2017-10-29 12:00:00+00:00,304.899999,309.999999,294.224001,309.999999,15.23893
54,2017-10-29 16:00:00+00:00,310.0,311.998997,310.0,311.998994,32.99759957
55,2017-10-29 20:00:00+00:00,311.998994,311.998995,295.000001,311.998995,34.947549
56,2017-10-30 00:00:00+00:00,307.999999,311.998994,296.000001,311.996449,27.522098
57,2017-10-30 04:00:00+00:00,311.996449,311.996449,299.0,311.996295,30.105909
58,2017-10-30 08:00:00+00:00,311.996295,311.9964,310.000099,311.996399,39.950046
59,2017-10-30 12:00:00+00:00,311.996399,311.996399,301.555554,311.996399,26.74240815
60,2017-10-30 16:00:00+00:00,311.996399,333.59421987,302.0,320.899999,68.60170182
61,2017-10-30 20:00:00+00:00,320.899997,320.899997,300.020001,320.756839,34.342158
62,2017-10-31 00:00:00+00:00,320.756839,320.756839,300.020001,316.989999,28.55135053
63,2017-10-31 04:00:00+00:00,316.989999,320.699999,300.222889,319.499998,33.28128847
64,2017-10-31 08:00:00+00:00,319.449999,319.449999,300.222889,316.997999,23.527599
65,2017-10-31 12:00:00+00:00,316.979999,316.998,300.222889,306.21,42.83948612
66,2017-10-31 16:00:00+00:00,314.999999,316.997999,305.100001,305.11,34.52382588
67,2017-10-31 20:00:00+00:00,316.888999,316.888999,303.0,303.0,38.398635
68,2017-11-01 00:00:00+00:00,304.0,311.0,298.0,310.999997,30.347583
69,2017-11-01 04:00:00+00:00,310.999998,316.888998,299.150001,315.0,31.684215
70,2017-11-01 08:00:00+00:00,309.999999,309.999999,281.59256241,298.979999,46.75674215
71,2017-11-01 12:00:00+00:00,283.61,304.48,283.000001,303.499999,31.990866
72,2017-11-01 16:00:00+00:00,304.199999,304.199999,283.220001,300.999999,43.36064776
73,2017-11-01 20:00:00+00:00,300.999999,301.0,290.0,301.0,39.590258
74,2017-11-02 00:00:00+00:00,290.000001,300.999999,283.011001,289.999999,56.57295843
75,2017-11-02 04:00:00+00:00,283.011001,289.999999,281.61,282.0,46.72495368
76,2017-11-02 08:00:00+00:00,281.610001,300.999999,270.100001,299.399999,49.83391267
77,2017-11-02 12:00:00+00:00,281.000001,299.999999,277.020001,286.530999,55.10212195
78,2017-11-02 16:00:00+00:00,280.006001,294.999998,277.000001,277.020001,41.35748105
79,2017-11-02 20:00:00+00:00,271.000001,294.999998,271.000001,294.987899,34.455618
80,2017-11-03 00:00:00+00:00,294.987899,294.9879,278.000001,294.987799,34.749176
81,2017-11-03 04:00:00+00:00,280.000101,294.987799,280.000101,294.987798,36.103192
82,2017-11-03 08:00:00+00:00,281.000003,300.8,281.000003,283.010011,44.44959704
83,2017-11-04 12:00:00+00:00,301.0,305.000001,301.0,305.000001,17.72657798
84,2017-11-04 16:00:00+00:00,305.000001,305.000001,300.0,300.0,52.37582505
85,2017-11-05 00:00:00+00:00,298.0,315.0,298.0,298.0,10.14467
86,2017-11-05 04:00:00+00:00,298.000001,298.1,298.0,298.1,11.056979
87,2017-11-05 08:00:00+00:00,298.1,300.100001,298.1,299.000001,29.95083
88,2017-11-05 12:00:00+00:00,299.0,304.0,298.0,299.000001,40.73802
89,2017-11-06 04:00:00+00:00,287.0,288.28828828,287.0,287.100003,15.7282218
90,2017-11-06 12:00:00+00:00,291.00001,308.99999,291.00001,304.0,1.783604
91,2017-11-08 00:00:00+00:00,304.5467,304.5467,300.0,300.0,0.781027
92,2017-11-08 04:00:00+00:00,300.0,300.3,300.0,300.3,2.736217
93,2017-11-08 08:00:00+00:00,295.000001,303.0,295.000001,300.0,5.072756
94,2017-11-08 12:00:00+00:00,296.0,302.999,290.300001,290.300101,15.448737
95,2017-11-08 16:00:00+00:00,304.5466,309.0,294.0,295.20594884,26.76048904
96,2017-11-09 08:00:00+00:00,314.0,320.0,303.0,319.99,17.739765
97,2017-11-09 12:00:00+00:00,319.99,329.0,305.0,328.99,6.8101254
98,2017-11-09 20:00:00+00:00,330.0,333.0,315.1,315.1,9.746217
99,2017-11-10 00:00:00+00:00,335.0,335.0,316.0,316.000001,13.290717
100,2017-11-10 04:00:00+00:00,316.000011,334.0,315.100001,315.100001,33.80586491
101,2017-11-10 08:00:00+00:00,315.100001,334.2,315.0,315.000101,36.41708493
102,2017-11-10 12:00:00+00:00,315.0001,316.999887,300.010001,300.010009,51.1502441
103,2017-11-10 16:00:00+00:00,300.010008,304.000001,283.010001,287.100001,53.87863036
104,2017-11-10 20:00:00+00:00,287.100002,309.0,287.100001,288.0285487,35.65435
105,2017-11-11 00:00:00+00:00,288.0285487,308.999999,288.0285487,292.000003,43.036079
106,2017-11-11 04:00:00+00:00,292.000003,309.0,292.000003,293.000001,72.154115
107,2017-11-11 08:00:00+00:00,294.000001,309.0,293.000001,293.810068,75.479685
108,2017-11-11 12:00:00+00:00,293.810072,308.7,293.810068,298.000005,53.07616161
109,2017-11-11 16:00:00+00:00,298.000005,309.83,294.511,308.000001,38.06111935
110,2017-11-11 20:00:00+00:00,308.000001,316.999888,308.000001,309.000001,33.19213965
111,2017-11-12 12:00:00+00:00,300.000001,300.000001,294.0,296.000013,8.03723659
112,2017-11-13 04:00:00+00:00,312.0,326.999999,310.0,310.000001,55.74281014
113,2017-11-13 08:00:00+00:00,310.000001,319.999998,310.0,310.000002,33.49251886
114,2017-11-13 12:00:00+00:00,310.000003,319.999999,310.0,310.000001,26.89222701
115,2017-11-13 16:00:00+00:00,310.0,316.999888,306.0,306.000102,17.87346289
116,2017-11-13 20:00:00+00:00,307.000001,318.0,306.000102,306.211003,24.705972
117,2017-11-14 00:00:00+00:00,310.0,327.989999,306.211003,315.000001,23.765846
118,2017-11-14 04:00:00+00:00,315.000001,327.975,314.999884,327.975,14.873631
119,2017-11-14 08:00:00+00:00,318.000001,335.0,318.000001,320.000002,24.570208
120,2017-11-14 12:00:00+00:00,320.000001,329.000001,314.999884,320.000001,18.248025
