,time,open,high,low,close,volume
0,2017-10-19 00:00:00+00:00,3812.00422456,5693.2105144,3806.38167633,5137.92726916,2.82469301
1,2017-10-20 00:00:00+00:00,5137.92726916,5998.20783053,5137.92726916,5698.29743879,3.45517171
2,2017-10-21 00:00:00+00:00,5698.29743879,6659.99999998,5691.99999971,5985.00000004,0.63803224
3,2017-10-22 00:00:00+00:00,5985.00000005,6659.99999999,5691.99999972,6500.0,1.87315265
4,2017-10-23 00:00:00+00:00,6229.65000043,6500.0,5691.99999971,6149.99999999,2.80964446
5,2017-10-24 00:00:00+00:00,6149.99999999,6149.99999999,5269.276017,5731.99999998,5.3596249
6,2017-10-25 00:00:00+00:00,5280.0,5779.99999999,5170.9931872,5779.99999999,6.82063157
7,2017-10-26 00:00:00+00:00,5779.99999999,6029.99999999,5450.0,6010.0,5.14549965
8,2017-10-27 00:00:00+00:00,5768.0,5999.0,5286.00001,5699.999999,8.92519132
9,2017-10-28 00:00:00+00:00,5774.22,5999.0,5420.000001,5701.0,11.81334225
10,2017-10-29 00:00:00+00:00,5701.0,6149.999999,5451.000001,6016.016017,11.27974578
11,2017-10-30 00:00:00+00:00,6016.016017,6474.999999,5799.0,6246.989999,13.21171606
12,2017-10-31 00:00:00+00:00,6132.0,6474.999999,6001.0,6310.200001,18.52782863
13,2017-11-01 00:00:00+00:00,6467.999999,6874.8,6310.10002,6874.8,10.55554485
14,2017-11-02 00:00:00+00:00,6873.999999,7300.0,6425.0,6988.0,11.73233803
15,2017-11-05 00:00:00+00:00,7305.0,7700.0,7006.000001,7305.000002,9.89491468
16,2017-11-06 00:00:00+00:00,7307.000001,7599.9,6902.0,7000.0,18.90451825
17,2017-11-09 00:00:00+00:00,7100.0,7450.0,7100.0,7115.0,12.56308722
18,2017-11-10 00:00:00+00:00,7115.0,7286.5,6188.000001,6290.000001,12.63744757
19,2017-11-11 00:00:00+00:00,6290.000001,6799.0,6227.0,6236.100001,28.10752851
20,2017-11-12 00:00:00+00:00,6236.100001,6850.0,5005.0,5600.0,14.84584356
21,2017-11-14 00:00:00+00:00,6700.0,6797.0,6050.000081,6271.000001,19.55912011
22,2017-11-15 00:00:00+00:00,6271.0,7300.0,6270.000003,6999.999999,27.06236843
23,2017-11-16 00:00:00+00:00,6999.999999,8599.0,6549.000001,7655.000001,28.79365284
24,2017-11-17 00:00:00+00:00,7700.0,8100.0,7501.000115,7700.000001,20.50247727
25,2017-11-18 00:00:00+00:00,7505.000004,7800.0,7505.000004,7661.0,6.46360155
26,2017-11-19 00:00:00+00:00,7661.000001,8100.0,7560.000001,7660.100007,2.57894847
27,2017-11-22 00:00:00+00:00,8183.765004,8497.999999,8121.000009,8287.499995,9.82938599
28,2017-11-23 00:00:00+00:00,8287.5,8385.749998,8000.000001,8090.49995,14.25697841
29,2017-11-24 00:00:00+00:00,8090.499948,8450.0,7835.388408,8271.0,13.68324442
30,2017-11-25 00:00:00+00:00,8271.0,8698.999999,8051.0,8456.0,20.24271438
31,2017-11-26 00:00:00+00:00,8456.0,9698.999998,8456.0,9180.5,18.52929156
32,2017-11-27 00:00:00+00:00,9225.499999,9953.999999,9209.499995,9739.499998,12.68101458
33,2017-11-28 00:00:00+00:00,9657.25,10000.0,9600.000001,9999.99,13.96611737
34,2017-11-29 00:00:00+00:00,9927.0,10000.0,8900.0,9700.0,8.28453909
35,2017-11-30 00:00:00+00:00,9999.999999,11192.999996,9010.0,9815.262385,9.50103957
36,2017-12-01 00:00:00+00:00,9815.262384,11000.0,9150.0,10524.999999,7.11949651
37,2017-12-02 00:00:00+00:00,10524.999999,11320.255256,10050.0,11124.999997,8.48656046
38,2017-12-03 00:00:00+00:00,11124.999998,11960.255255,10525.0,10768.018019,10.52418308
39,2017-12-04 00:00:00+00:00,10768.01802,11600.0,10752.027034,11462.5,6.7225771
40,2017-12-05 00:00:00+00:00,11462.5,11843.0,10000.0,11681.125501,10.59792198
41,2017-12-06 00:00:00+00:00,11681.1255,13875.0,11509.249999,13662.5,12.42213918
42,2017-12-07 00:00:00+00:00,13662.5,17999.999998,12001.0,16524.95,4.77103874
43,2017-12-08 00:00:00+00:00,16524.95,17895.499999,11848.88,16000.000001,10.11190906
44,2017-12-09 00:00:00+00:00,15646.345,16000.000001,13700.000001,15104.397541,12.85585414
45,2017-12-10 00:00:00+00:00,15104.397541,15900.0,12600.2,15350.0,13.44252997
46,2017-12-11 00:00:00+00:00,15030.0,17250.0,15015.015016,16499.900002,8.87326598
47,2017-12-12 00:00:00+00:00,16500.0,17350.0,16050.0,16425.0,8.9679707
